'sample interval','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
8520,0.454,0.803,0.350,-0.628,0.052,0.577,0.158,-0.024,0.569,0.311,-0.144,-0.114,-0.086,0.429,-0.271
8521,0.464,0.805,0.343,-0.634,0.060,0.574,0.152,-0.028,0.568,0.309,-0.145,-0.114,-0.080,0.430,-0.270
8522,0.467,0.805,0.340,-0.636,0.064,0.573,0.158,-0.017,0.573,0.313,-0.144,-0.115,-0.084,0.430,-0.278
8523,0.465,0.807,0.342,-0.636,0.061,0.575,0.164,-0.015,0.575,0.316,-0.144,-0.116,-0.083,0.429,-0.281
8524,0.469,0.807,0.339,-0.638,0.065,0.573,0.151,-0.019,0.576,0.318,-0.141,-0.110,-0.071,0.427,-0.272
8525,0.467,0.805,0.340,-0.636,0.063,0.573,0.148,-0.021,0.579,0.323,-0.136,-0.106,-0.072,0.424,-0.273
8526,0.470,0.806,0.337,-0.638,0.067,0.572,0.164,-0.010,0.581,0.322,-0.138,-0.110,-0.079,0.428,-0.280
8527,0.473,0.805,0.333,-0.639,0.070,0.570,0.170,-0.003,0.584,0.324,-0.138,-0.106,-0.074,0.416,-0.277
8528,0.480,0.811,0.332,-0.646,0.074,0.572,0.159,-0.011,0.579,0.320,-0.140,-0.106,-0.071,0.409,-0.276
8529,0.484,0.812,0.329,-0.648,0.078,0.571,0.146,-0.020,0.576,0.318,-0.141,-0.108,-0.068,0.416,-0.273
8530,0.488,0.816,0.329,-0.652,0.080,0.572,0.137,-0.021,0.577,0.320,-0.140,-0.107,-0.066,0.406,-0.275
8531,0.478,0.819,0.341,-0.648,0.069,0.580,0.132,-0.025,0.575,0.321,-0.139,-0.102,-0.071,0.408,-0.281
8532,0.467,0.821,0.354,-0.643,0.056,0.588,0.136,-0.028,0.576,0.324,-0.136,-0.102,-0.076,0.429,-0.282
8533,0.472,0.821,0.349,-0.646,0.061,0.586,0.137,-0.028,0.579,0.326,-0.132,-0.103,-0.071,0.434,-0.280
8534,0.471,0.823,0.352,-0.647,0.059,0.588,0.130,-0.041,0.579,0.326,-0.133,-0.104,-0.070,0.432,-0.279
8535,0.473,0.835,0.362,-0.654,0.056,0.599,0.118,-0.042,0.582,0.329,-0.131,-0.101,-0.074,0.455,-0.282
8536,0.471,0.840,0.369,-0.655,0.051,0.605,0.122,-0.035,0.584,0.334,-0.126,-0.090,-0.068,0.480,-0.282
8537,0.492,0.858,0.365,-0.675,0.064,0.612,0.111,-0.044,0.583,0.338,-0.121,-0.088,-0.071,0.483,-0.276
8538,0.497,0.862,0.364,-0.679,0.067,0.613,0.091,-0.058,0.578,0.334,-0.121,-0.087,-0.064,0.484,-0.267
8539,0.477,0.854,0.377,-0.666,0.051,0.616,0.087,-0.065,0.578,0.337,-0.117,-0.077,-0.050,0.491,-0.256
8540,0.490,0.857,0.366,-0.673,0.062,0.612,0.079,-0.070,0.574,0.335,-0.119,-0.081,-0.051,0.490,-0.243
8541,0.498,0.858,0.361,-0.678,0.069,0.610,0.071,-0.081,0.565,0.328,-0.124,-0.083,-0.048,0.491,-0.234
8542,0.505,0.875,0.370,-0.690,0.067,0.623,0.065,-0.087,0.565,0.332,-0.117,-0.071,-0.045,0.502,-0.233
8543,0.504,0.876,0.372,-0.691,0.066,0.625,0.057,-0.092,0.558,0.327,-0.121,-0.073,-0.045,0.508,-0.228
8544,0.499,0.870,0.371,-0.684,0.064,0.621,0.054,-0.095,0.555,0.326,-0.122,-0.075,-0.051,0.510,-0.224
8545,0.516,0.880,0.365,-0.698,0.075,0.623,0.049,-0.098,0.555,0.328,-0.120,-0.071,-0.043,0.501,-0.220
8546,0.527,0.884,0.358,-0.706,0.084,0.622,0.050,-0.097,0.555,0.326,-0.122,-0.072,-0.035,0.490,-0.221
8547,0.534,0.880,0.346,-0.707,0.093,0.614,0.061,-0.086,0.560,0.330,-0.118,-0.064,-0.029,0.477,-0.225
8548,0.545,0.878,0.333,-0.712,0.106,0.606,0.064,-0.086,0.553,0.321,-0.124,-0.066,-0.021,0.464,-0.220
8549,0.550,0.870,0.321,-0.710,0.115,0.595,0.062,-0.082,0.548,0.314,-0.129,-0.070,-0.018,0.459,-0.222
8550,0.550,0.862,0.311,-0.706,0.119,0.587,0.065,-0.086,0.540,0.305,-0.136,-0.076,-0.017,0.445,-0.214
8551,0.548,0.857,0.309,-0.702,0.119,0.583,0.061,-0.090,0.535,0.297,-0.145,-0.084,-0.022,0.461,-0.209
8552,0.542,0.853,0.311,-0.698,0.116,0.582,0.065,-0.082,0.537,0.298,-0.143,-0.077,-0.015,0.463,-0.205
8553,0.538,0.848,0.310,-0.693,0.114,0.580,0.071,-0.078,0.534,0.294,-0.144,-0.080,-0.009,0.434,-0.200
8554,0.556,0.863,0.307,-0.709,0.124,0.585,0.077,-0.070,0.544,0.302,-0.138,-0.073,-0.019,0.433,-0.222
8555,0.581,0.879,0.298,-0.730,0.141,0.589,0.087,-0.059,0.553,0.311,-0.128,-0.057,-0.001,0.433,-0.227
8556,0.570,0.848,0.279,-0.709,0.145,0.564,0.086,-0.054,0.549,0.303,-0.136,-0.066,0.018,0.416,-0.210
8557,0.562,0.818,0.257,-0.690,0.152,0.537,0.089,-0.054,0.544,0.295,-0.146,-0.086,0.009,0.394,-0.213
8558,0.578,0.823,0.246,-0.701,0.166,0.534,0.090,-0.057,0.546,0.297,-0.143,-0.080,0.009,0.385,-0.218
8559,0.583,0.824,0.241,-0.703,0.171,0.532,0.101,-0.043,0.552,0.303,-0.140,-0.071,0.015,0.386,-0.221
8560,0.572,0.815,0.243,-0.693,0.164,0.529,0.108,-0.035,0.554,0.300,-0.144,-0.076,0.015,0.385,-0.224
8561,0.556,0.812,0.256,-0.684,0.150,0.534,0.104,-0.043,0.550,0.299,-0.144,-0.083,0.009,0.378,-0.223
8562,0.554,0.817,0.263,-0.685,0.146,0.539,0.108,-0.042,0.550,0.299,-0.142,-0.083,0.001,0.383,-0.228
8563,0.548,0.821,0.273,-0.684,0.138,0.546,0.102,-0.049,0.545,0.293,-0.146,-0.087,-0.006,0.395,-0.229
8564,0.539,0.811,0.273,-0.675,0.133,0.542,0.113,-0.046,0.541,0.288,-0.151,-0.097,-0.015,0.394,-0.224
8565,0.537,0.812,0.276,-0.675,0.131,0.544,0.114,-0.050,0.538,0.287,-0.149,-0.085,-0.018,0.399,-0.225
8566,0.537,0.810,0.274,-0.673,0.132,0.541,0.104,-0.060,0.530,0.282,-0.151,-0.086,-0.020,0.394,-0.218
8567,0.542,0.800,0.259,-0.671,0.142,0.529,0.110,-0.058,0.524,0.275,-0.160,-0.105,-0.033,0.395,-0.216
8568,0.530,0.793,0.263,-0.661,0.134,0.528,0.100,-0.062,0.519,0.271,-0.164,-0.107,-0.038,0.392,-0.216
8569,0.517,0.785,0.269,-0.651,0.124,0.527,0.097,-0.064,0.519,0.272,-0.163,-0.102,-0.035,0.387,-0.217
8570,0.510,0.783,0.274,-0.647,0.118,0.528,0.107,-0.062,0.518,0.271,-0.164,-0.102,-0.040,0.389,-0.218
8571,0.494,0.774,0.281,-0.634,0.106,0.527,0.114,-0.058,0.516,0.267,-0.170,-0.108,-0.048,0.392,-0.220
8572,0.491,0.773,0.283,-0.632,0.104,0.528,0.119,-0.051,0.521,0.268,-0.172,-0.109,-0.051,0.408,-0.226
8573,0.491,0.770,0.280,-0.631,0.105,0.525,0.126,-0.051,0.526,0.272,-0.170,-0.111,-0.057,0.397,-0.226
8574,0.473,0.768,0.295,-0.621,0.088,0.531,0.141,-0.040,0.533,0.276,-0.170,-0.116,-0.066,0.400,-0.234
8575,0.467,0.769,0.302,-0.618,0.083,0.535,0.151,-0.032,0.539,0.280,-0.168,-0.113,-0.065,0.403,-0.242
8576,0.461,0.756,0.296,-0.609,0.082,0.526,0.153,-0.032,0.541,0.281,-0.171,-0.117,-0.066,0.388,-0.243
8577,0.429,0.736,0.307,-0.583,0.061,0.521,0.158,-0.029,0.540,0.278,-0.175,-0.124,-0.075,0.393,-0.250
8578,0.424,0.730,0.305,-0.577,0.059,0.517,0.159,-0.034,0.536,0.274,-0.180,-0.129,-0.086,0.396,-0.255
8579,0.426,0.718,0.292,-0.572,0.067,0.505,0.160,-0.030,0.533,0.269,-0.185,-0.137,-0.083,0.384,-0.248
8580,0.428,0.716,0.288,-0.572,0.070,0.502,0.171,-0.018,0.539,0.274,-0.180,-0.128,-0.072,0.369,-0.247
8581,0.441,0.723,0.282,-0.582,0.080,0.502,0.168,-0.020,0.538,0.273,-0.180,-0.126,-0.079,0.368,-0.251
8582,0.427,0.710,0.283,-0.569,0.072,0.496,0.167,-0.017,0.539,0.272,-0.182,-0.130,-0.083,0.370,-0.255
8583,0.416,0.703,0.287,-0.559,0.065,0.495,0.186,-0.009,0.540,0.269,-0.189,-0.146,-0.096,0.364,-0.258
8584,0.417,0.689,0.272,-0.553,0.072,0.480,0.182,-0.007,0.531,0.258,-0.200,-0.152,-0.093,0.340,-0.248
8585,0.417,0.681,0.265,-0.549,0.076,0.473,0.183,-0.003,0.530,0.257,-0.201,-0.149,-0.095,0.324,-0.247
8586,0.406,0.678,0.273,-0.542,0.067,0.475,0.187,-0.007,0.526,0.254,-0.205,-0.165,-0.109,0.324,-0.250
8587,0.404,0.671,0.269,-0.538,0.068,0.470,0.185,-0.009,0.520,0.246,-0.211,-0.168,-0.107,0.318,-0.243
8588,0.417,0.670,0.253,-0.544,0.082,0.462,0.189,-0.009,0.514,0.240,-0.220,-0.177,-0.107,0.299,-0.236
8589,0.413,0.671,0.259,-0.542,0.077,0.465,0.182,-0.014,0.512,0.239,-0.220,-0.179,-0.111,0.301,-0.235
8590,0.406,0.680,0.274,-0.543,0.066,0.477,0.184,-0.013,0.515,0.241,-0.215,-0.176,-0.117,0.318,-0.239
8591,0.402,0.678,0.277,-0.540,0.062,0.478,0.176,-0.026,0.507,0.235,-0.220,-0.179,-0.112,0.323,-0.233
8592,0.406,0.675,0.270,-0.540,0.068,0.472,0.177,-0.021,0.505,0.232,-0.225,-0.175,-0.113,0.327,-0.233
8593,0.405,0.670,0.267,-0.537,0.069,0.469,0.188,-0.006,0.510,0.234,-0.224,-0.174,-0.119,0.315,-0.236
8594,0.402,0.672,0.271,-0.537,0.066,0.472,0.182,-0.015,0.507,0.233,-0.227,-0.178,-0.123,0.322,-0.238
8595,0.409,0.679,0.271,-0.544,0.069,0.474,0.179,-0.015,0.504,0.230,-0.230,-0.184,-0.123,0.333,-0.234
8596,0.400,0.672,0.273,-0.536,0.064,0.473,0.185,-0.013,0.503,0.227,-0.230,-0.185,-0.123,0.327,-0.231
8597,0.402,0.673,0.271,-0.537,0.066,0.472,0.185,-0.014,0.501,0.227,-0.230,-0.185,-0.126,0.315,-0.234
8598,0.405,0.670,0.266,-0.537,0.070,0.469,0.185,-0.013,0.502,0.227,-0.231,-0.186,-0.121,0.314,-0.229
8599,0.396,0.659,0.264,-0.528,0.066,0.462,0.182,-0.016,0.502,0.225,-0.234,-0.188,-0.122,0.316,-0.228
8600,0.392,0.655,0.264,-0.523,0.064,0.460,0.177,-0.018,0.498,0.224,-0.233,-0.189,-0.122,0.310,-0.229
8601,0.391,0.653,0.263,-0.522,0.064,0.459,0.184,-0.017,0.499,0.223,-0.233,-0.188,-0.122,0.323,-0.231
8602,0.391,0.654,0.263,-0.522,0.064,0.459,0.178,-0.021,0.497,0.225,-0.232,-0.181,-0.120,0.318,-0.230
8603,0.406,0.667,0.263,-0.537,0.071,0.465,0.181,-0.013,0.502,0.228,-0.229,-0.181,-0.120,0.309,-0.232
8604,0.410,0.675,0.265,-0.543,0.073,0.470,0.188,-0.014,0.506,0.233,-0.225,-0.183,-0.124,0.311,-0.231
8605,0.412,0.674,0.263,-0.543,0.075,0.468,0.188,-0.015,0.505,0.236,-0.223,-0.179,-0.123,0.316,-0.232
8606,0.419,0.675,0.257,-0.547,0.081,0.467,0.185,-0.011,0.502,0.232,-0.228,-0.179,-0.122,0.315,-0.234
8607,0.400,0.662,0.263,-0.531,0.069,0.463,0.178,-0.016,0.499,0.232,-0.229,-0.181,-0.120,0.306,-0.228
8608,0.402,0.655,0.254,-0.528,0.074,0.455,0.183,-0.011,0.500,0.230,-0.232,-0.185,-0.118,0.305,-0.227
8609,0.399,0.659,0.261,-0.529,0.069,0.460,0.186,-0.011,0.503,0.232,-0.231,-0.182,-0.120,0.321,-0.234
8610,0.381,0.652,0.272,-0.516,0.055,0.462,0.185,-0.013,0.500,0.233,-0.230,-0.178,-0.125,0.329,-0.232
8611,0.399,0.658,0.261,-0.528,0.069,0.460,0.189,-0.014,0.498,0.231,-0.234,-0.181,-0.122,0.319,-0.224
8612,0.407,0.663,0.257,-0.535,0.075,0.460,0.185,-0.015,0.499,0.232,-0.234,-0.185,-0.121,0.312,-0.224
8613,0.389,0.647,0.259,-0.518,0.065,0.453,0.181,-0.014,0.496,0.229,-0.236,-0.185,-0.122,0.300,-0.222
8614,0.393,0.660,0.268,-0.526,0.062,0.464,0.182,-0.016,0.498,0.232,-0.231,-0.177,-0.122,0.319,-0.230
8615,0.400,0.657,0.258,-0.528,0.070,0.458,0.170,-0.021,0.493,0.228,-0.237,-0.188,-0.123,0.324,-0.230
8616,0.406,0.650,0.245,-0.528,0.081,0.448,0.183,-0.013,0.494,0.227,-0.241,-0.192,-0.122,0.318,-0.228
8617,0.414,0.672,0.259,-0.543,0.077,0.466,0.190,-0.007,0.502,0.237,-0.230,-0.174,-0.117,0.315,-0.233
8618,0.403,0.665,0.264,-0.534,0.070,0.465,0.178,-0.016,0.502,0.238,-0.228,-0.170,-0.111,0.297,-0.225
8619,0.402,0.658,0.257,-0.530,0.073,0.457,0.183,-0.013,0.500,0.235,-0.232,-0.177,-0.116,0.298,-0.224
8620,0.407,0.674,0.268,-0.540,0.070,0.471,0.193,-0.003,0.508,0.243,-0.225,-0.177,-0.128,0.307,-0.233
8621,0.413,0.677,0.265,-0.545,0.074,0.471,0.201,-0.001,0.514,0.249,-0.221,-0.175,-0.127,0.315,-0.236
8622,0.424,0.668,0.244,-0.546,0.090,0.456,0.189,-0.008,0.508,0.245,-0.224,-0.175,-0.114,0.300,-0.229
8623,0.395,0.650,0.256,-0.522,0.070,0.453,0.182,-0.014,0.504,0.241,-0.228,-0.180,-0.116,0.314,-0.231
8624,0.367,0.632,0.266,-0.500,0.051,0.449,0.182,-0.018,0.501,0.236,-0.233,-0.190,-0.127,0.323,-0.233
8625,0.400,0.663,0.264,-0.531,0.069,0.463,0.188,-0.013,0.508,0.244,-0.225,-0.178,-0.137,0.320,-0.240
8626,0.410,0.674,0.264,-0.542,0.073,0.469,0.194,-0.005,0.511,0.248,-0.220,-0.175,-0.126,0.317,-0.238
8627,0.394,0.655,0.262,-0.524,0.066,0.459,0.195,-0.009,0.512,0.245,-0.225,-0.183,-0.111,0.299,-0.229
8628,0.407,0.667,0.260,-0.537,0.073,0.464,0.198,-0.004,0.521,0.252,-0.221,-0.183,-0.121,0.311,-0.237
8629,0.397,0.668,0.272,-0.532,0.062,0.470,0.198,0.002,0.525,0.254,-0.220,-0.183,-0.123,0.313,-0.241
8630,0.377,0.662,0.285,-0.519,0.046,0.473,0.215,0.011,0.534,0.257,-0.223,-0.190,-0.133,0.321,-0.251
8631,0.378,0.651,0.274,-0.514,0.052,0.462,0.223,0.018,0.539,0.255,-0.233,-0.204,-0.138,0.315,-0.252
8632,0.383,0.654,0.273,-0.518,0.055,0.464,0.234,0.032,0.551,0.261,-0.234,-0.210,-0.140,0.310,-0.263
8633,0.391,0.670,0.280,-0.530,0.056,0.474,0.255,0.051,0.578,0.284,-0.223,-0.209,-0.150,0.325,-0.290
8634,0.378,0.666,0.289,-0.522,0.044,0.478,0.263,0.059,0.587,0.289,-0.224,-0.214,-0.152,0.316,-0.296
8635,0.379,0.673,0.294,-0.525,0.042,0.483,0.270,0.070,0.584,0.281,-0.232,-0.220,-0.154,0.311,-0.294
8636,0.382,0.669,0.288,-0.525,0.046,0.479,0.269,0.071,0.578,0.277,-0.235,-0.224,-0.158,0.315,-0.295
8637,0.362,0.661,0.299,-0.511,0.031,0.480,0.257,0.051,0.565,0.279,-0.230,-0.220,-0.157,0.319,-0.290
8638,0.366,0.678,0.312,-0.522,0.027,0.495,0.242,0.035,0.561,0.287,-0.210,-0.203,-0.146,0.332,-0.296
8639,0.393,0.708,0.316,-0.550,0.038,0.512,0.216,0.019,0.561,0.308,-0.177,-0.167,-0.116,0.341,-0.299
8640,0.405,0.726,0.322,-0.566,0.042,0.524,0.183,-0.019,0.549,0.323,-0.146,-0.142,-0.089,0.344,-0.289
8641,0.413,0.735,0.322,-0.574,0.046,0.528,0.172,-0.043,0.538,0.334,-0.117,-0.125,-0.075,0.361,-0.290
8642,0.424,0.750,0.327,-0.587,0.049,0.538,0.141,-0.076,0.519,0.339,-0.089,-0.095,-0.050,0.380,-0.281
8643,0.420,0.777,0.358,-0.599,0.031,0.568,0.091,-0.131,0.488,0.340,-0.061,-0.059,-0.022,0.396,-0.259
8644,0.395,0.778,0.384,-0.587,0.005,0.582,0.069,-0.170,0.465,0.345,-0.037,-0.030,-0.010,0.410,-0.247
8645,0.389,0.787,0.399,-0.588,-0.005,0.593,0.043,-0.209,0.441,0.344,-0.019,-0.013,0.001,0.418,-0.235
8646,0.424,0.818,0.395,-0.621,0.015,0.606,0.002,-0.249,0.419,0.348,0.007,0.015,0.025,0.426,-0.224
8647,0.451,0.838,0.388,-0.644,0.032,0.613,-0.021,-0.281,0.411,0.361,0.039,0.044,0.051,0.428,-0.218
8648,0.452,0.857,0.405,-0.654,0.024,0.630,-0.030,-0.291,0.413,0.383,0.082,0.088,0.084,0.439,-0.211
8649,0.451,0.857,0.407,-0.653,0.022,0.632,-0.052,-0.315,0.378,0.369,0.099,0.121,0.112,0.453,-0.189
8650,0.461,0.850,0.390,-0.655,0.036,0.620,-0.074,-0.344,0.330,0.330,0.082,0.123,0.121,0.445,-0.160
8651,0.469,0.843,0.374,-0.656,0.048,0.609,-0.085,-0.350,0.297,0.299,0.071,0.135,0.131,0.445,-0.138
8652,0.500,0.839,0.339,-0.669,0.081,0.589,-0.098,-0.364,0.258,0.262,0.051,0.144,0.141,0.433,-0.108
8653,0.528,0.826,0.298,-0.677,0.115,0.562,-0.100,-0.364,0.233,0.230,0.024,0.144,0.143,0.403,-0.090
8654,0.533,0.815,0.282,-0.674,0.126,0.548,-0.101,-0.355,0.208,0.193,-0.007,0.148,0.147,0.392,-0.070
8655,0.553,0.818,0.266,-0.685,0.143,0.542,-0.114,-0.353,0.186,0.163,-0.030,0.159,0.158,0.386,-0.048
8656,0.574,0.825,0.252,-0.699,0.161,0.538,-0.110,-0.341,0.176,0.140,-0.053,0.166,0.165,0.393,-0.035
8657,0.574,0.818,0.244,-0.696,0.165,0.531,-0.106,-0.336,0.167,0.114,-0.091,0.154,0.159,0.397,-0.023
8658,0.562,0.804,0.243,-0.683,0.160,0.524,-0.101,-0.326,0.144,0.076,-0.146,0.126,0.129,0.391,-0.015
8659,0.559,0.811,0.252,-0.685,0.153,0.531,-0.097,-0.323,0.111,0.020,-0.222,0.096,0.092,0.397,0.004
8660,0.557,0.844,0.286,-0.701,0.136,0.565,-0.124,-0.358,0.061,-0.019,-0.260,0.095,0.085,0.423,0.029
8661,0.571,0.882,0.312,-0.727,0.130,0.597,-0.171,-0.415,-0.011,-0.064,-0.289,0.102,0.088,0.453,0.058
8662,0.592,0.917,0.326,-0.754,0.133,0.621,-0.205,-0.459,-0.060,-0.096,-0.308,0.108,0.081,0.476,0.080
8663,0.601,0.959,0.358,-0.779,0.121,0.658,-0.228,-0.485,-0.098,-0.102,-0.290,0.142,0.106,0.509,0.096
8664,0.595,0.984,0.390,-0.789,0.102,0.687,-0.281,-0.537,-0.137,-0.101,-0.271,0.168,0.136,0.534,0.116
8665,0.591,1.018,0.427,-0.804,0.082,0.723,-0.323,-0.593,-0.162,-0.088,-0.237,0.198,0.151,0.568,0.129
8666,0.593,1.071,0.478,-0.832,0.058,0.774,-0.349,-0.637,-0.193,-0.077,-0.209,0.242,0.175,0.617,0.138
8667,0.600,1.133,0.533,-0.866,0.033,0.833,-0.422,-0.716,-0.242,-0.068,-0.175,0.281,0.204,0.670,0.161
8668,0.613,1.177,0.565,-0.894,0.024,0.871,-0.506,-0.818,-0.329,-0.102,-0.178,0.309,0.220,0.722,0.202
8669,0.642,1.211,0.569,-0.926,0.036,0.890,-0.602,-0.931,-0.455,-0.185,-0.234,0.318,0.220,0.740,0.264
8670,0.655,1.258,0.604,-0.957,0.026,0.931,-0.685,-1.040,-0.602,-0.296,-0.313,0.317,0.209,0.767,0.340
8671,0.624,1.244,0.621,-0.933,0.001,0.932,-0.709,-1.099,-0.724,-0.415,-0.419,0.281,0.162,0.767,0.402
8672,0.590,1.165,0.577,-0.877,0.006,0.871,-0.688,-1.099,-0.809,-0.533,-0.541,0.216,0.097,0.708,0.449
8673,0.555,1.071,0.516,-0.813,0.019,0.794,-0.622,-1.058,-0.910,-0.692,-0.711,0.120,-0.003,0.628,0.503
8674,0.507,0.974,0.468,-0.741,0.019,0.721,-0.557,-1.016,-1.020,-0.867,-0.907,-0.015,-0.131,0.551,0.564
8675,0.440,0.876,0.437,-0.658,0.002,0.657,-0.479,-0.956,-1.071,-0.992,-1.055,-0.124,-0.234,0.492,0.598
8676,0.377,0.818,0.442,-0.597,-0.033,0.630,-0.394,-0.875,-1.078,-1.062,-1.143,-0.193,-0.316,0.475,0.601
8677,0.324,0.757,0.434,-0.540,-0.055,0.596,-0.332,-0.819,-1.086,-1.118,-1.212,-0.256,-0.382,0.445,0.610
8678,0.282,0.661,0.380,-0.471,-0.049,0.520,-0.235,-0.718,-1.024,-1.111,-1.224,-0.297,-0.419,0.381,0.588
8679,0.265,0.622,0.357,-0.443,-0.046,0.489,-0.154,-0.622,-0.927,-1.050,-1.188,-0.320,-0.434,0.362,0.538
8680,0.253,0.621,0.368,-0.436,-0.058,0.494,-0.110,-0.567,-0.852,-0.988,-1.139,-0.315,-0.431,0.358,0.495
8681,0.216,0.614,0.398,-0.415,-0.090,0.506,-0.059,-0.507,-0.769,-0.915,-1.081,-0.308,-0.430,0.357,0.446
8682,0.189,0.598,0.409,-0.393,-0.110,0.503,0.009,-0.436,-0.686,-0.848,-1.039,-0.334,-0.452,0.359,0.390
8683,0.165,0.577,0.412,-0.370,-0.124,0.494,0.080,-0.362,-0.598,-0.780,-1.002,-0.366,-0.479,0.355,0.331
8684,0.130,0.556,0.426,-0.343,-0.148,0.491,0.142,-0.295,-0.515,-0.715,-0.972,-0.408,-0.514,0.333,0.278
8685,0.095,0.515,0.421,-0.305,-0.163,0.468,0.218,-0.215,-0.441,-0.662,-0.955,-0.452,-0.543,0.301,0.230
8686,0.071,0.483,0.413,-0.277,-0.171,0.448,0.292,-0.143,-0.374,-0.615,-0.936,-0.484,-0.560,0.278,0.188
8687,0.083,0.466,0.383,-0.275,-0.150,0.424,0.365,-0.059,-0.303,-0.565,-0.905,-0.493,-0.557,0.258,0.147
8688,0.086,0.433,0.347,-0.260,-0.130,0.390,0.435,0.026,-0.236,-0.519,-0.874,-0.495,-0.539,0.232,0.111
8689,0.087,0.406,0.319,-0.246,-0.116,0.362,0.506,0.097,-0.177,-0.477,-0.848,-0.498,-0.530,0.198,0.083
8690,0.103,0.395,0.292,-0.249,-0.095,0.344,0.543,0.141,-0.140,-0.450,-0.830,-0.505,-0.525,0.170,0.068
8691,0.108,0.392,0.284,-0.251,-0.088,0.339,0.557,0.165,-0.117,-0.425,-0.806,-0.505,-0.517,0.163,0.057
8692,0.109,0.389,0.280,-0.249,-0.086,0.335,0.551,0.168,-0.107,-0.408,-0.787,-0.500,-0.508,0.160,0.053
8693,0.102,0.379,0.277,-0.240,-0.087,0.328,0.537,0.158,-0.106,-0.397,-0.777,-0.505,-0.505,0.148,0.054
8694,0.103,0.390,0.286,-0.246,-0.091,0.338,0.537,0.154,-0.082,-0.367,-0.753,-0.500,-0.497,0.169,0.035
8695,0.117,0.400,0.283,-0.258,-0.084,0.342,0.521,0.149,-0.067,-0.346,-0.731,-0.486,-0.479,0.181,0.026
8696,0.126,0.394,0.268,-0.260,-0.071,0.331,0.519,0.161,-0.046,-0.326,-0.712,-0.482,-0.467,0.161,0.018
8697,0.143,0.392,0.249,-0.268,-0.053,0.321,0.517,0.164,-0.017,-0.298,-0.692,-0.480,-0.465,0.143,-0.004
8698,0.157,0.396,0.238,-0.277,-0.041,0.317,0.519,0.175,0.015,-0.268,-0.661,-0.460,-0.436,0.145,-0.018
8699,0.165,0.399,0.234,-0.282,-0.035,0.317,0.516,0.180,0.044,-0.238,-0.634,-0.438,-0.401,0.134,-0.025
8700,0.181,0.396,0.215,-0.288,-0.017,0.306,0.503,0.171,0.061,-0.221,-0.621,-0.433,-0.391,0.110,-0.029
8701,0.188,0.391,0.204,-0.289,-0.008,0.297,0.499,0.168,0.082,-0.200,-0.605,-0.428,-0.380,0.111,-0.043
8702,0.199,0.398,0.199,-0.298,0.000,0.298,0.487,0.164,0.104,-0.178,-0.584,-0.411,-0.365,0.118,-0.061
8703,0.223,0.407,0.184,-0.315,0.019,0.295,0.474,0.161,0.120,-0.162,-0.569,-0.402,-0.344,0.114,-0.061
8704,0.222,0.403,0.182,-0.312,0.020,0.292,0.469,0.161,0.139,-0.141,-0.553,-0.396,-0.331,0.111,-0.064
8705,0.234,0.412,0.180,-0.323,0.027,0.296,0.460,0.150,0.152,-0.124,-0.534,-0.387,-0.326,0.109,-0.067
8706,0.260,0.422,0.164,-0.341,0.048,0.293,0.449,0.143,0.165,-0.113,-0.526,-0.378,-0.316,0.107,-0.063
8707,0.265,0.414,0.150,-0.340,0.058,0.282,0.439,0.141,0.170,-0.108,-0.524,-0.379,-0.305,0.107,-0.061
8708,0.268,0.420,0.153,-0.344,0.058,0.286,0.423,0.128,0.177,-0.100,-0.514,-0.374,-0.288,0.110,-0.068
8709,0.280,0.432,0.153,-0.356,0.063,0.293,0.421,0.131,0.197,-0.082,-0.499,-0.361,-0.276,0.121,-0.079
8710,0.299,0.449,0.150,-0.373,0.074,0.299,0.424,0.141,0.221,-0.060,-0.481,-0.348,-0.267,0.123,-0.086
8711,0.298,0.463,0.166,-0.381,0.067,0.314,0.423,0.149,0.244,-0.041,-0.465,-0.339,-0.254,0.126,-0.090
8712,0.294,0.469,0.175,-0.382,0.060,0.323,0.418,0.148,0.261,-0.024,-0.453,-0.332,-0.244,0.133,-0.102
8713,0.300,0.475,0.175,-0.388,0.062,0.326,0.407,0.142,0.281,-0.003,-0.430,-0.307,-0.228,0.141,-0.113
8714,0.300,0.481,0.182,-0.391,0.059,0.332,0.399,0.141,0.292,0.009,-0.420,-0.308,-0.222,0.166,-0.120
8715,0.318,0.508,0.190,-0.413,0.064,0.349,0.398,0.141,0.312,0.026,-0.409,-0.315,-0.227,0.180,-0.135
8716,0.328,0.521,0.195,-0.424,0.066,0.358,0.400,0.149,0.338,0.049,-0.388,-0.292,-0.210,0.181,-0.144
8717,0.332,0.528,0.198,-0.430,0.067,0.363,0.391,0.142,0.351,0.062,-0.374,-0.282,-0.202,0.198,-0.155
8718,0.356,0.560,0.205,-0.459,0.075,0.383,0.383,0.146,0.373,0.084,-0.354,-0.265,-0.188,0.213,-0.169
8719,0.360,0.576,0.216,-0.468,0.072,0.396,0.394,0.164,0.398,0.105,-0.328,-0.233,-0.163,0.218,-0.173
8720,0.357,0.572,0.215,-0.465,0.071,0.394,0.384,0.157,0.408,0.113,-0.325,-0.241,-0.170,0.227,-0.182
8721,0.368,0.575,0.207,-0.471,0.080,0.392,0.373,0.152,0.418,0.119,-0.323,-0.249,-0.172,0.226,-0.192
